,hbaro_m,hdot_1_mps,flap_te_pos,gs_dev_ddm,gs_mps,loc_dev_ddm,lg_squat_mr,n11_rpm,n12_rpm,n13_rpm,n14_rpm,theta_rad,hralt_m,tas_mps,chi_rad,file
146301,,,,,,,,,,,,,,,,686200104130652.csv
146302,,,,,,,,,,,,-0.024542981459168,643.128,,,686200104130652.csv
146303,,,,,,,,,,,,,,,,686200104130652.csv
146304,915.924,-11.21664,78.0,-0.0089700243759155,110.025855,0.362403988838196,0.0,34.875,34.03125,34.0,34.78125,-0.0241594860978399,640.08,116.64927,-1.7637384484862,686200104130652.csv
146305,,,,,,,,,,,,,,,,686200104130652.csv
146306,,,,,,,,,,,,-0.0237760240260397,637.032,,,686200104130652.csv
146307,,,,,,,,,,,,,,,,686200104130652.csv
146308,913.1808,-10.9728,,,109.897245,,,34.875,34.0625,34.0,34.78125,-0.0237760240260397,637.032,116.8100325,-1.76393019616686,686200104130652.csv
146309,,,,,,,,,,,,,,,,686200104130652.csv
146310,,,,,,,,,,,,-0.0233925286647115,633.984,,,686200104130652.csv
146311,,,,,,,,,,,,,,,,686200104130652.csv
146312,910.1328,-11.21664,,,109.897245,,0.0,34.84375,34.0625,34.0,34.78125,-0.0232007809840475,630.936,116.52066,-1.76421781768786,686200104130652.csv
146313,,,,,,,,,,,,,,,,686200104130652.csv
146314,,,,,,,,,,,,-0.0228173189122472,627.888,,,686200104130652.csv
146315,,,,,,,,,,,,,,,,686200104130652.csv
146316,907.3896,-11.13536,,,109.768635,,,34.84375,34.0625,33.9375,34.78125,-0.0228173189122472,627.888,116.52066,-1.76460131304919,686200104130652.csv
146317,,,,,,,,,,,,,,,,686200104130652.csv
146318,,,,,,,,,,,,-0.0226255712315832,627.888,,,686200104130652.csv
146319,,,,,,,,,,,,,,,,686200104130652.csv
146320,904.6464,-11.29792,78.0,-0.0159900210189819,109.768635,0.361619979143143,0.0,34.84375,34.0625,34.0,34.78125,-0.0224338235509191,627.888,116.199135,-1.76479306072985,686200104130652.csv
146321,,,,,,,,,,,,,,,,686200104130652.csv
146322,,,,,,,,,,,,-0.022050328189591,627.888,,,686200104130652.csv
146323,,,,,,,,,,,,,,,,686200104130652.csv
146324,902.208,-10.81024,,,109.640025,,,34.84375,34.0625,34.0,34.78125,-0.0218585805089269,627.888,115.9097625,-1.7652722967734,686200104130652.csv
146325,,,,,,,,,,,,,,,,686200104130652.csv
146326,,,,,,,,,,,,-0.0218585805089269,624.84,,,686200104130652.csv
146327,,,,,,,,,,,,,,,,686200104130652.csv
146328,899.4648,-10.81024,,,109.511415,,0.0,34.84375,34.0625,34.0,34.75,-0.022050328189591,624.84,115.813305,-1.7655599182944,686200104130652.csv
146329,,,,,,,,,,,,,,,,686200104130652.csv
146330,,,,,,,,,,,,-0.022050328189591,621.792,,,686200104130652.csv
146331,,,,,,,,,,,,,,,,686200104130652.csv
146332,896.112,-11.46048,,,109.511415,,,34.84375,34.0625,33.9375,34.75,-0.0222420758702551,621.792,115.556085,-1.76575166597506,686200104130652.csv
146333,,,,,,,,,,,,,,,,686200104130652.csv
146334,,,,,,,,,,,,-0.0222420758702551,618.744,,,686200104130652.csv
146335,,,,,,,,,,,,,,,,686200104130652.csv
146336,893.9784,-11.05408,79.0,-0.0167700074005127,109.382805,0.359071999788284,0.0,34.84375,34.03125,33.9375,34.75,-0.0224338235509191,615.696,115.4596275,-1.76613516133639,686200104130652.csv
146337,,,,,,,,,,,,,,,,686200104130652.csv
146338,,,,,,,,,,,,-0.0224338235509191,615.696,,,686200104130652.csv
146339,,,,,,,,,,,,,,,,686200104130652.csv
146340,890.6256,-11.3792,,,109.3185,,,34.84375,34.03125,33.9375,34.75,-0.0224338235509191,615.696,115.62039,-1.76642278285738,686200104130652.csv
146341,,,,,,,,,,,,,,,,686200104130652.csv
146342,,,,,,,,,,,,-0.0224338235509191,615.696,,,686200104130652.csv
146343,,,,,,,,,,,,,,,,686200104130652.csv
146344,888.1872,-10.89152,,,109.3185,,0.0,34.84375,34.03125,33.9375,34.71875,-0.0222420758702551,612.648,115.3310175,-1.76690215205904,686200104130652.csv
146345,,,,,,,,,,,,,,,,686200104130652.csv
146346,,,,,,,,,,,,-0.0222420758702551,609.6,,,686200104130652.csv
146347,,,,,,,,,,,,,,,,686200104130652.csv
146348,885.444,-11.05408,,,109.18989,,,34.84375,34.03125,33.9375,34.71875,-0.022050328189591,607.7712,114.97734,-1.76718977358004,686200104130652.csv
146349,,,,,,,,,,,,,,,,686200104130652.csv
146350,,,,,,,,,,,,-0.0216668661177908,606.552,,,686200104130652.csv
146351,,,,,,,,,,,,,,,,686200104130652.csv
