fname,dep_lat,dep_lon,arr_lat,arr_lon
686200104121532.csv,0.585762194239099,-1.51411785826036,0.736622745011118,-1.4548915730506
686200104121245.csv,0.736718589,-1.454813508,0.585786189,-1.514111442
686200104121825.csv,0.736697601962461,-1.45478089170111,0.663881438255837,-1.47655036253656
686200104130429.csv,0.663908373391008,-1.47654394622645,0.736574756358383,-1.45495145861167
686200104130652.csv,0.736595743039384,-1.45495145861167,0.617748101691847,-1.70339954134773
